num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,wireless_technology,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
100,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,3,10,10,0,0,0,0,0,55,0.026,0.0180739
100,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,3,10,10,0,0,0,0,0,56,0.5764,0.0537819
100,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,57,0.0265,0.0186205
100,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,0,10,2,0,0,0,0,0,58,0.4585,0.106418
100,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,57,0.0254,0.0200011
100,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,1,10,2,0,0,0,0,0,58,0.4701,0.0953921
100,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,2,10,4,0,0,0,0,0,57,0.0301,0.0296365
100,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,2,10,5,0,0,0,0,0,58,0.4022,0.0493374
100,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,3,10,6,0,0,0,0,0,57,0.0259,0.021977
100,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,3,10,7,0,0,0,0,0,58,0.4045,0.0267343
100,1,20,1,0,2.5,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,59,0.0256,0.0209719
100,1,20,1,0,2.5,0.1,0,1,2000,2000,150,300,0,10,2,0,0,0,0,0,60,0.9039,0.0664537
100,1,20,1,0,2.5,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,59,0.0267,0.0219952
100,1,20,1,0,2.5,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,60,0.8823,0.121812
100,1,20,1,0,2.5,0.1,0,0,2000,2000,150,300,2,10,3,0,0,0,0,0,59,0.0278,0.023607
100,1,20,1,0,2.5,0.1,0,1,2000,2000,150,300,2,10,4,0,0,0,0,0,60,0.8522,0.106541
100,1,20,1,0,2.5,0.1,0,0,2000,2000,150,300,3,10,5,0,0,0,0,0,59,0.0233,0.0207099
100,1,20,1,0,2.5,0.1,0,1,2000,2000,150,300,3,10,6,0,0,0,0,0,60,0.5914,0.062706
100,1,60,1,0,1.5,0.1,0,0,2000,2000,150,300,0,10,3,0,0,0,0,0,61,0.0222,0.0179741
100,1,60,1,0,1.5,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,62,0.66,0.388236
100,1,60,1,0,1.5,0.1,0,0,2000,2000,150,300,1,10,3,0,0,0,0,0,61,0.0351,0.0209149
100,1,60,1,0,1.5,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,62,0.6477,0.310547
100,1,60,1,0,1.5,0.1,0,0,2000,2000,150,300,2,10,6,0,0,0,0,0,61,0.0251,0.0217074
100,1,60,1,0,1.5,0.1,0,1,2000,2000,150,300,2,10,6,0,0,0,0,0,62,0.5634,0.248046
100,1,60,1,0,1.5,0.1,0,0,2000,2000,150,300,3,10,11,0,0,0,0,0,61,0.0303,0.023991
100,1,60,1,0,1.5,0.1,0,1,2000,2000,150,300,3,10,8,0,0,0,0,0,62,0.3947,0.0420609
100,1,60,1,0,2.0,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,63,0.0222,0.018719
100,1,60,1,0,2.0,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,64,0.5477,0.068435
100,1,60,1,0,2.0,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,63,0.0244,0.0193
100,1,60,1,0,2.0,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,64,0.6919,0.338462
100,1,60,1,0,2.0,0.1,0,0,2000,2000,150,300,2,10,4,0,0,0,0,0,63,0.0251,0.0218909
100,1,60,1,0,2.0,0.1,0,1,2000,2000,150,300,2,10,5,0,0,0,0,0,64,0.5858,0.166336
100,1,60,1,0,2.0,0.1,0,0,2000,2000,150,300,3,10,7,0,0,0,0,0,63,0.0273,0.0205915
100,1,60,1,0,2.0,0.1,0,1,2000,2000,150,300,3,10,7,0,0,0,0,0,64,0.3996,0.017627
100,1,60,1,0,2.5,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,65,0.0226,0.0185604
100,1,60,1,0,2.5,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,66,0.7734,0.0745955
100,1,60,1,0,2.5,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,65,0.027,0.0209072
100,1,60,1,0,2.5,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,66,0.8565,0.172051
100,1,60,1,0,2.5,0.1,0,0,2000,2000,150,300,2,10,3,0,0,0,0,0,65,0.0296,0.0244413
100,1,60,1,0,2.5,0.1,0,1,2000,2000,150,300,2,10,3,0,0,0,0,0,66,0.7077,0.119428
100,1,60,1,0,2.5,0.1,0,0,2000,2000,150,300,3,10,5,0,0,0,0,0,65,0.0289,0.0220527
100,1,60,1,0,2.5,0.1,0,1,2000,2000,150,300,3,10,5,0,0,0,0,0,66,0.6699,0.294737
100,1,80,1,0,1.5,0.1,0,0,2000,2000,150,300,0,10,3,0,0,0,0,0,67,0.0237,0.0237583
100,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,68,0.3816,0.0309272
100,1,80,1,0,1.5,0.1,0,0,2000,2000,150,300,1,10,3,0,0,0,0,0,67,0.0226,0.0209772
100,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,68,0.3779,0.0311571
100,1,80,1,0,1.5,0.1,0,0,2000,2000,150,300,2,10,6,0,0,0,0,0,67,0.0276,0.0241164
100,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,2,10,6,0,0,0,0,0,68,0.4585,0.0776921
100,1,80,1,0,1.5,0.1,0,0,2000,2000,150,300,3,10,10,0,0,0,0,0,67,0.0274,0.01999
100,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,3,10,9,0,0,0,0,0,68,0.4479,0.0334546
100,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,69,0.0243,0.0183548
100,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,70,0.6568,0.276444
100,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,69,0.0262,0.0181341
100,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,70,0.6664,0.287961
100,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,2,10,4,0,0,0,0,0,69,0.0274,0.0202879
100,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,2,10,4,0,0,0,0,0,70,0.3983,0.0580709
100,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,3,10,6,0,0,0,0,0,69,0.0234,0.0184764
100,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,3,10,6,0,0,0,0,0,70,0.377,0.0329309
100,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,71,0.0214,0.0178463
100,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,0,10,2,0,0,0,0,0,72,0.594,0.0591063
100,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,71,0.0282,0.0234322
100,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,1,10,2,0,0,0,0,0,72,0.7726,0.108772
100,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,2,10,3,0,0,0,0,0,71,0.0286,0.0262137
100,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,2,10,4,0,0,0,0,0,72,0.821,0.41573
100,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,3,10,5,0,0,0,0,0,71,0.0251,0.0210737
100,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,3,10,6,0,0,0,0,0,72,0.4637,0.0658265
100,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,73,0.0247,0.0224947
100,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,74,1.1325,0.0863562
100,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,73,0.0261,0.0211526
100,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,74,1.2287,0.0513702
100,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,5,0,0,0,0,0,73,0.0274,0.0224212
100,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,5,0,0,0,0,0,74,1.8615,0.410738
100,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,9,0,0,0,0,0,73,0.0269,0.0222733
100,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,10,0,0,0,0,0,74,1.4311,0.0639661
100,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,75,0.0434,0.0310455
100,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,76,1.8977,0.185054
100,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,75,0.0253,0.0219851
100,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,76,1.896,0.109847
100,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,75,0.026,0.020199
100,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,76,1.753,0.214211
100,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,75,0.0253,0.0220608
100,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,7,0,0,0,0,0,76,1.2955,0.154716
100,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,77,0.0259,0.0135027
100,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,78,2.972,0.353123
100,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,77,0.023,0.00978661
100,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,78,2.6222,0.115743
100,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,77,0.0232,0.00881665
100,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,78,2.302,0.169862
100,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,77,0.0242,0.0116695
100,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,78,1.8579,0.328104
100,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,79,0.0255,0.0214334
100,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,80,1.4893,0.249755
100,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,79,0.0386,0.0200011
100,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,80,1.7599,0.314035
100,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,6,0,0,0,0,0,79,0.026,0.0195334
100,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,5,0,0,0,0,0,80,1.3231,0.048255
100,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,9,0,0,0,0,0,79,0.0241,0.0194276
100,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,9,0,0,0,0,0,80,1.9871,0.380554
100,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,81,0.0267,0.0208862
100,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,82,2.1237,0.646387
100,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,81,0.0278,0.0192689
100,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,82,2.1998,0.413001
100,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,81,0.0235,0.0204518
100,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,82,1.1237,0.0473616
100,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,81,0.0249,0.0206099
100,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,7,0,0,0,0,0,82,1.0688,0.0406989
100,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,83,0.0415,0.0229311
100,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,84,3.315,0.196877
100,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,83,0.0231,0.0192264
100,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,84,3.1332,0.0902894
100,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,83,0.0241,0.0196946
100,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,84,2.7336,0.125406
100,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,83,0.0273,0.0192818
100,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,84,2.3888,0.31349
100,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,85,0.0234,0.0203153
100,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,86,1.8227,0.266444
100,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,85,0.0251,0.0205937
100,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,4,0,0,0,0,0,86,1.5146,0.130638
100,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,6,0,0,0,0,0,85,0.0265,0.0218492
100,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,6,0,0,0,0,0,86,1.5568,0.0531158
100,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,9,0,0,0,0,0,85,0.0256,0.0215159
100,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,9,0,0,0,0,0,86,1.7772,0.0545136
100,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,87,0.0243,0.020934
100,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,88,1.6289,0.264524
100,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,87,0.0257,0.0208862
100,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,88,1.3664,0.0725859
100,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,87,0.0259,0.0216408
100,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,88,1.1708,0.0820851
100,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,87,0.0254,0.0207375
100,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,6,0,0,0,0,0,88,1.1074,0.080355
100,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,89,0.0274,0.0204026
100,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,90,2.9237,0.169915
100,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,89,0.0251,0.020803
100,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,90,2.8757,0.123121
100,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,89,0.0263,0.0216746
100,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,90,2.4152,0.406995
100,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,89,0.0245,0.0188989
100,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,90,2.3384,0.542851
100,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,91,0.0254,0.0194376
100,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,92,2.2034,0.11099
100,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,91,0.0275,0.025984
100,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,92,2.199,0.108204
100,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,6,0,0,0,0,0,91,0.0248,0.0197022
100,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,5,0,0,0,0,0,92,2.7103,0.44478
100,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,9,0,0,0,0,0,91,0.028,0.021797
100,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,9,0,0,0,0,0,92,2.7258,0.393128
100,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,93,0.0236,0.0133433
100,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,94,3.4603,0.371759
100,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,93,0.0242,0.00999778
100,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,94,3.2427,0.133547
100,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,93,0.023,0.00907989
100,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,94,2.8589,0.5212
100,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,93,0.0241,0.012758
100,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,6,0,0,0,0,0,94,2.2318,0.0809826
100,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,95,0.0251,0.0180644
100,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,96,4.7921,0.216339
100,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,95,0.0276,0.0200178
100,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,96,4.8103,0.244203
100,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,95,0.0239,0.0174512
100,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,96,4.6725,0.559204
100,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,95,0.026,0.0184692
100,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,96,3.4652,0.215532
100,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,97,0.0259,0.0244561
100,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,98,2.4467,0.32653
100,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,97,0.0256,0.020051
100,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,98,2.2935,0.260241
100,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,5,0,0,0,0,0,97,0.0244,0.0199844
100,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,5,0,0,0,0,0,98,2.3264,0.376832
100,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,8,0,0,0,0,0,97,0.0314,0.0225497
100,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,8,0,0,0,0,0,98,2.903,0.3738
100,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,99,0.0255,0.0206949
100,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,100,2.9404,0.396501
100,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,99,0.0252,0.0192111
100,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,100,3.0197,0.771098
100,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,99,0.025,0.0198046
100,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,100,2.4978,0.408431
100,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,99,0.0253,0.0176324
100,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,6,0,0,0,0,0,100,2.1005,0.0664601
100,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,101,0.0281,0.0227325
100,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,102,4.9566,0.137793
100,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,101,0.0262,0.0202803
100,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,102,4.8146,0.0897518
100,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,101,0.0253,0.019143
100,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,102,4.567,0.278413
100,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,101,0.0269,0.0217074
100,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,102,3.773,0.582619
100,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,3,0,0,0,0,0,103,0.0256,0.0201505
100,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,104,2.4058,0.0742156
100,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,3,0,0,0,0,0,103,0.026,0.0200278
100,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,104,2.4099,0.074254
100,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,5,0,0,0,0,0,103,0.0248,0.0223497
100,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,5,0,0,0,0,0,104,2.2663,0.112284
100,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,9,0,0,0,0,0,103,0.0256,0.0207268
100,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,8,0,0,0,0,0,104,3.3128,0.561582
100,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,105,0.0257,0.0223709
100,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,106,2.5711,0.0888625
100,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,105,0.0286,0.0253474
100,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,106,2.4859,0.0594763
100,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,105,0.0234,0.0193115
100,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,106,2.1525,0.0935928
100,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,7,0,0,0,0,0,105,0.0252,0.0194182
100,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,6,0,0,0,0,0,106,2.1966,0.294432
100,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,107,0.0258,0.0209751
100,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,108,4.1501,0.142271
100,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,107,0.024,0.0220353
100,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,108,4.229,0.185384
100,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,107,0.0246,0.0212666
100,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,108,3.739,0.202161
100,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,107,0.0281,0.0198352
100,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,108,3.1748,0.467418
200,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,0,10,4,0,0,0,0,0,109,0.0972,0.0671479
200,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,0,10,4,0,0,0,0,0,110,3.1219,0.207817
200,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,1,10,4,0,0,0,0,0,109,0.1182,0.0652428
200,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,1,10,4,0,0,0,0,0,110,3.4304,0.378578
200,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,2,10,9,0,0,0,0,0,109,0.1367,0.0687023
200,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,2,10,8,0,0,0,0,0,110,2.9904,0.14989
200,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,3,10,16,0,0,0,0,0,109,0.1154,0.0742387
200,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,3,10,15,0,0,0,0,0,110,7.1586,2.48006
200,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,0,10,3,0,0,0,0,0,111,0.1439,0.0660748
200,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,112,7.4959,1.22205
200,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,1,10,3,0,0,0,0,0,111,0.1673,0.088887
200,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,112,7.388,1.15114
200,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,2,10,7,0,0,0,0,0,111,0.1718,0.109982
200,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,2,10,7,0,0,0,0,0,112,4.8928,0.817675
200,1,20,1,0,2.0,0.1,0,0,2000,2000,150,300,3,10,12,0,0,0,0,0,111,0.1862,0.0736234
200,1,20,1,0,2.0,0.1,0,1,2000,2000,150,300,3,10,11,0,0,0,0,0,112,8.1197,3.17772
200,1,20,1,0,2.5,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,113,0.1891,0.0954061
200,1,20,1,0,2.5,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,114,7.3883,0.847748
