num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,wireless_technology,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
50,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,2,10,4,0,0,0,0,0,14,0.0915,0.0115012
50,1,80,1,0,1.5,0.1,0,0,2000,2000,150,300,3,10,6,0,0,0,0,0,13,0.0074,0.00422164
50,1,80,1,0,1.5,0.1,0,1,2000,2000,150,300,3,10,5,0,0,0,0,0,14,0.0862,0.0117738
50,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,0,10,2,0,0,0,0,0,15,0.006,0.00176383
50,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,0,10,2,0,0,0,0,0,16,0.0992,0.043703
50,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,1,10,2,0,0,0,0,0,15,0.007,0.00226078
50,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,1,10,2,0,0,0,0,0,16,0.0775,0.0263576
50,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,2,10,3,0,0,0,0,0,15,0.008,0.00487625
50,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,2,10,3,0,0,0,0,0,16,0.0997,0.0351063
50,1,80,1,0,2.0,0.1,0,0,2000,2000,150,300,3,10,4,0,0,0,0,0,15,0.0075,0.00521217
50,1,80,1,0,2.0,0.1,0,1,2000,2000,150,300,3,10,4,0,0,0,0,0,16,0.0683,0.0283041
50,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,0,10,1,0,0,0,0,0,17,0.006,0.002
50,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,0,10,2,0,0,0,0,0,18,0.1155,0.0191151
50,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,1,10,1,0,0,0,0,0,17,0.0059,0.00185293
50,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,1,10,2,0,0,0,0,0,18,0.1203,0.0224601
50,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,2,10,2,0,0,0,0,0,17,0.0067,0.00211082
50,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,2,10,3,0,0,0,0,0,18,0.1013,0.0441967
50,1,80,1,0,2.5,0.1,0,0,2000,2000,150,300,3,10,3,0,0,0,0,0,17,0.0067,0.00205751
50,1,80,1,0,2.5,0.1,0,1,2000,2000,150,300,3,10,4,0,0,0,0,0,18,0.0695,0.00558271
50,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,19,0.0081,0.0047481
50,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,20,0.2823,0.01888
50,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,19,0.0062,0.00220101
50,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,20,0.2585,0.0230856
50,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,19,0.0076,0.00516828
50,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,20,0.239,0.0522069
50,3,20,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,19,0.0083,0.00594512
50,3,20,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,20,0.2256,0.0198841
50,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,21,0.0063,0.00188856
50,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,22,0.2578,0.0294762
50,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,21,0.0065,0.00217307
50,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,22,0.2372,0.0292757
50,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,21,0.0061,0.00213177
50,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,22,0.2357,0.0196867
50,3,20,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,4,0,0,0,0,0,21,0.0059,0.00128668
50,3,20,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,22,0.171,0.0221159
50,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,23,0.0071,0.00470106
50,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,24,0.3393,0.042053
50,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,23,0.0075,0.00411636
50,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,24,0.3126,0.0367883
50,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,23,0.0069,0.00213177
50,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,2,0,0,0,0,0,24,0.2895,0.0452186
50,3,20,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,23,0.0072,0.0042374
50,3,20,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,24,0.234,0.0359938
50,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,25,0.0061,0.00228279
50,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,26,0.2578,0.0194182
50,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,25,0.0066,0.00217051
50,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,26,0.2541,0.0350886
50,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,25,0.0067,0.00473873
50,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,26,0.1972,0.0427728
50,3,60,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,25,0.0074,0.00564112
50,3,60,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,26,0.2186,0.0444327
50,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,27,0.0065,0.00227303
50,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,28,0.2021,0.0275901
50,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,27,0.0076,0.0044771
50,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,28,0.2117,0.0208169
50,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,27,0.0059,0.00242441
50,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,28,0.2208,0.0460671
50,3,60,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,4,0,0,0,0,0,27,0.0071,0.00255821
50,3,60,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,28,0.1954,0.0134098
50,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,29,0.0075,0.00525463
50,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,30,0.4762,0.0898082
50,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,29,0.0072,0.00364539
50,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,30,0.5244,0.140816
50,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,29,0.006,0.002
50,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,30,0.5772,0.116663
50,3,60,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,29,0.007,0.00444722
50,3,60,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,3,0,0,0,0,0,30,0.3228,0.0686324
50,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,31,0.0063,0.00231181
50,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,32,0.3311,0.103606
50,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,31,0.0064,0.002319
50,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,32,0.3024,0.0423115
50,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,31,0.0065,0.00241523
50,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,32,0.2327,0.0744089
50,3,80,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,31,0.007,0.00478423
50,3,80,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,32,0.2305,0.0424585
50,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,33,0.0078,0.00418463
50,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,34,0.5191,0.0778852
50,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,33,0.0075,0.00598609
50,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,34,0.5164,0.0962845
50,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,33,0.0078,0.00588407
50,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,34,0.2319,0.0373257
50,3,80,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,4,0,0,0,0,0,33,0.007,0.0024037
50,3,80,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,34,0.2343,0.0358672
50,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,35,0.0079,0.00576291
50,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,36,0.3212,0.0271735
50,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,35,0.0062,0.00139841
50,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,36,0.3117,0.0346187
50,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,35,0.0065,0.00171594
50,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,36,0.2468,0.0311512
50,3,80,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,35,0.0071,0.00566569
50,3,80,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,3,0,0,0,0,0,36,0.2071,0.0447001
50,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,37,0.0072,0.00456557
50,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,38,0.427,0.0248507
50,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,37,0.0072,0.00248551
50,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,38,0.3982,0.0201097
50,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,37,0.0063,0.00200278
50,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,38,0.3279,0.0707648
50,5,20,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,37,0.0082,0.0067297
50,5,20,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,38,0.3749,0.0920211
50,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,39,0.0066,0.00236643
50,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,40,0.4055,0.0675923
50,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,39,0.0073,0.00188856
50,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,40,0.3626,0.050036
50,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,39,0.0065,0.00241523
50,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,40,0.3341,0.0199914
50,5,20,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,39,0.0061,0.00191195
50,5,20,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,40,0.3088,0.0776428
50,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,41,0.0068,0.00282056
50,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,1,0,0,0,0,0,42,0.752,0.128504
50,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,41,0.0062,0.00168655
50,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,1,0,0,0,0,0,42,0.7626,0.12495
50,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,41,0.0082,0.00559365
50,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,42,0.6742,0.0734723
50,5,20,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,41,0.0068,0.00147573
50,5,20,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,3,0,0,0,0,0,42,0.4625,0.0667936
50,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,43,0.0069,0.00548635
50,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,44,0.365,0.0863867
50,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,43,0.0078,0.0050728
50,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,44,0.374,0.0532771
50,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,43,0.007,0.00169967
50,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,44,0.3158,0.0209061
50,5,60,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,5,0,0,0,0,0,43,0.0075,0.00411636
50,5,60,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,44,0.3678,0.0421816
50,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,45,0.0071,0.00465355
50,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,46,0.3809,0.0540565
50,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,45,0.0074,0.0052957
50,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,46,0.361,0.0622665
50,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,45,0.0093,0.00679951
50,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,46,0.44,0.124757
50,5,60,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,4,0,0,0,0,0,45,0.0051,0.00185293
50,5,60,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,46,0.3306,0.0203972
50,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,47,0.0068,0.00209762
50,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,1,0,0,0,0,0,48,0.6704,0.0451472
50,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,47,0.0063,0.00141814
50,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,1,0,0,0,0,0,48,0.6559,0.0236852
50,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,47,0.0083,0.00496767
50,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,48,0.9005,0.147732
50,5,60,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,47,0.0068,0.00436654
50,5,60,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,3,0,0,0,0,0,48,0.6231,0.177097
50,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,49,0.0069,0.00508702
50,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,0,10,3,0,0,0,0,0,50,0.3524,0.0326503
50,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,49,0.0071,0.00499889
50,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,1,10,3,0,0,0,0,0,50,0.3389,0.0404185
50,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,2,10,4,0,0,0,0,0,49,0.0062,0.00193218
50,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,2,10,4,0,0,0,0,0,50,0.3966,0.0541401
50,5,80,1,0,1.5,0.1,0,2,2000,2000,150,300,3,10,6,0,0,0,0,0,49,0.0085,0.00560258
50,5,80,1,0,1.5,0.1,0,3,2000,2000,150,300,3,10,5,0,0,0,0,0,50,0.3959,0.0405119
50,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,0,10,2,0,0,0,0,0,51,0.0071,0.00395671
50,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,0,10,2,0,0,0,0,0,52,0.4431,0.0645316
50,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,1,10,2,0,0,0,0,0,51,0.0065,0.00432692
50,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,1,10,2,0,0,0,0,0,52,0.4408,0.0579824
50,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,2,10,3,0,0,0,0,0,51,0.0065,0.00195789
50,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,2,10,3,0,0,0,0,0,52,0.3526,0.0522796
50,5,80,1,0,2.0,0.1,0,2,2000,2000,150,300,3,10,4,0,0,0,0,0,51,0.0061,0.00196921
50,5,80,1,0,2.0,0.1,0,3,2000,2000,150,300,3,10,4,0,0,0,0,0,52,0.3034,0.0172382
50,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,0,10,1,0,0,0,0,0,53,0.0064,0.00150555
50,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,0,10,1,0,0,0,0,0,54,0.6365,0.193197
50,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,1,10,1,0,0,0,0,0,53,0.0058,0.00181353
50,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,1,10,1,0,0,0,0,0,54,0.6485,0.198519
50,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,2,10,2,0,0,0,0,0,53,0.0067,0.00442342
50,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,2,10,2,0,0,0,0,0,54,0.56,0.103673
50,5,80,1,0,2.5,0.1,0,2,2000,2000,150,300,3,10,3,0,0,0,0,0,53,0.0058,0.00131656
50,5,80,1,0,2.5,0.1,0,3,2000,2000,150,300,3,10,3,0,0,0,0,0,54,0.5345,0.111994
100,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,0,10,3,0,0,0,0,0,55,0.0261,0.0211946
100,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,0,10,3,0,0,0,0,0,56,0.5007,0.053893
100,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,1,10,3,0,0,0,0,0,55,0.0274,0.0194662
100,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,1,10,3,0,0,0,0,0,56,0.5319,0.0669651
100,1,20,1,0,1.5,0.1,0,0,2000,2000,150,300,2,10,6,0,0,0,0,0,55,0.0257,0.019511
100,1,20,1,0,1.5,0.1,0,1,2000,2000,150,300,2,10,5,0,0,0,0,0,56,0.7078,0.313134
