num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,data_transfer_rate,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
200,1,100,0.8,0.01,2.5,0.1,1,0,2000,2000,172,314,50,30,3.1,0.305129,0.0833333,0.230567,0,0,0,0.0653667,0.0363209
