num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std
200,3,50,0.9,0.01,5,0.1,1,3,1.3,0.466092,0.333333,0.401148,0,0
