num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,wireless_technology,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
50,1,80,1.0,0.01,1.5,0.1,1,1,2000,2000,150,300,1,10,2.2,0.421637,46.6,8.11309,0,0,13,0.0886,0.036643
100,1,80,1.0,0.01,1.5,0.1,1,1,2000,2000,150,300,1,10,3.0,0.0,47.6,3.20416,0,0,37,0.4354,0.177228
200,1,80,1.0,0.01,1.5,0.1,1,1,2000,2000,150,300,1,10,3.1,0.316228,43.25,3.20806,0,0,61,2.7754,0.28922
400,1,80,1.0,0.01,1.5,0.1,1,1,2000,2000,150,300,1,10,4.5,0.527046,41.725,2.63905,0,0,85,23.1964,3.06444
