num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,wireless_technology,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
50,1,80,0.8,0.1,1.5,0.1,1,1,2000,2000,150,300,1,10,2.4,0.516398,13.0,4.44722,0,0,24,0.0796,0.02668
100,1,80,0.8,0.1,1.5,0.1,1,1,2000,2000,150,300,1,10,2.8,0.632456,14.8,5.15967,0,0,48,0.4784,0.238679
200,1,80,0.8,0.1,1.5,0.1,1,1,2000,2000,150,300,1,10,3.5,0.527046,12.35,2.18645,0,0,72,2.6189,0.239691
400,1,80,0.8,0.1,1.5,0.1,1,1,2000,2000,150,300,1,10,5.0,0.471405,12.9,0.944281,0,0,96,20.8785,1.67677
