num_sensors,num_depots,sensor_radius,sensor_radius_doi_percentage,doi,energy_budget,epsilon,scenario,algorithm,area_length,area_width,energy_cons_fly,energy_cons_hover,wireless_technology,iterations,tours_number_avg,tours_number_std,uncovered_sensors_avg,uncovered_sensors_std,lost_data_avg,lost_data_std,seed,running_time_avg,running_time_std
50,1,80,1.0,0.0,1.5,0.1,2,0,2000,2000,150,300,1,10,2.0,0.0,0.0,0.0,53.5819,0.951118,2,0.0063,0.00356059
100,1,80,1.0,0.0,1.5,0.1,2,0,2000,2000,150,300,1,10,2.2,0.421637,0.0,0.0,53.4567,0.875479,6,0.0245,0.0202937
200,1,80,1.0,0.0,1.5,0.1,2,0,2000,2000,150,300,1,10,3.2,0.421637,0.0,0.0,52.2759,1.20935,10,0.0898,0.0620014
400,1,80,1.0,0.0,1.5,0.1,2,0,2000,2000,150,300,1,10,4.5,0.527046,0.0,0.0,47.1467,1.41437,14,0.4044,0.125323
